reaction_id,parent_post_id,club,reaction_type,clean_text,official_text,official_post_type,official_post_topic,official_created_at,official_like_count,official_reply_count,official_quote_count,like_count,reply_count,retweet_count,quote_count,relevancia,tema,emocao,polaridade,intencao,confianca_modelo,justificativa_curta,validado_manual,rotulo_corrigido,observacoes
06627615c466c021,2067964632363376814,Sao Paulo,QUOTE,Da última vez q postaram isso… https://t.co/kLFQy1ujHp,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,1,0,0,0,,,,,,,,NAO,,
38db202eb5391906,2067964632363376814,Sao Paulo,QUOTE,de novo não DE NOVO NÃO https://t.co/zOTnlzR5Uo,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,0,0,0,0,,,,,,,,NAO,,
71e0eb5313855c88,2067964632363376814,Sao Paulo,QUOTE,"Hj a Sofia disse que eu pareço ele, nunca me senti tão honrado https://t.co/971ZVdGuiz","Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,0,0,0,0,,,,,,,,NAO,,
7ebcd15ec1b2b33e,2067964632363376814,Sao Paulo,QUOTE,a não https://t.co/oEaAfjZhgz,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,0,0,0,0,,,,,,,,NAO,,
8a14b49844fdbf4a,2067964632363376814,Sao Paulo,QUOTE,Vixeeee.... https://t.co/3Ti3Nb1oMS,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,0,0,0,0,,,,,,,,NAO,,
be3c1a2684917afb,2067964632363376814,Sao Paulo,QUOTE,em tons de ameaça https://t.co/djbGtI49MS,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,0,0,0,0,,,,,,,,NAO,,
f78857bffc0e4d4d,2067964632363376814,Sao Paulo,QUOTE,Outra zicada... https://t.co/267ROR4lpa,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,0,0,0,0,,,,,,,,NAO,,
00443e29f096ca63,2067964632363376814,Sao Paulo,REPLY,@SaoPauloFC Hoje?,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,0,0,0,0,,,,,,,,NAO,,
bb9ac12a51ba4963,2067964632363376814,Sao Paulo,REPLY,@SaoPauloFC Se é 00:00 o jogo é amanhã não?,"Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,0,0,0,0,,,,,,,,NAO,,
dbc96d54f0dc1286,2067964632363376814,Sao Paulo,REPLY,"@SaoPauloFC Achei que teria dias de paz com a copa, mas não existe isso na vida atual de torcedo tricolor.","Hoje tem Tricolor na Copa! 🇵🇾 O Paraguai, de Bobadilla, enfrenta a Turquia, às 00h (Brasília), no Estádio da Baía de São Francisco, Estados Unidos, pelo grupo D. 📺 Globo, Sportv, Cazé TV e Globoplay #TricolorNaCopa #VamosSãoPaulo 🇾🇪 https://t.co/4FpXgu6Ag2",PARTIDA,OUTRO,2026-06-19T13:36:03.000Z,1385,179,43,0,0,0,0,,,,,,,,NAO,,
5e42c60d3ef25a32,2067971042996281748,Sao Paulo,REPLY,@SaoPauloFC Parabéns felicidades muita saúde e alegrias que Deus sempre o abençoe.,"🥳 Ronaldão comemora 6️⃣1️⃣ anos! O zagueiro multicampeão disputou 302 jogos e levantou 12 taças pelo clube. Entre as principais conquistas estão as CONMEBOL Libertadores e os Mundiais de 1992 e 1993, além dos Campeonatos Brasileiros de 1986 e 1991. Feliz aniversário, ídolo! 🎉 https://t.co/iH7vle3DjH",OUTRO,INSTITUCIONAL,2026-06-19T14:01:32.000Z,1111,8,0,0,0,0,0,,,,,,,,NAO,,
d203373b4ab59f69,2067971042996281748,Sao Paulo,REPLY,@SaoPauloFC Zagueiro-zagueiro de raiz! Não amolava pra ninguém!,"🥳 Ronaldão comemora 6️⃣1️⃣ anos! O zagueiro multicampeão disputou 302 jogos e levantou 12 taças pelo clube. Entre as principais conquistas estão as CONMEBOL Libertadores e os Mundiais de 1992 e 1993, além dos Campeonatos Brasileiros de 1986 e 1991. Feliz aniversário, ídolo! 🎉 https://t.co/iH7vle3DjH",OUTRO,INSTITUCIONAL,2026-06-19T14:01:32.000Z,1111,8,0,0,0,0,0,,,,,,,,NAO,,
f3aa093ab8d4fa6e,2067971042996281748,Sao Paulo,REPLY,"@SaoPauloFC Naldamãozinhu pros da quebrada e que acompanharam o seu corre desde sempre! Meu Rei, meu Bom, meu consideraaaaado!!! Receba o respeitoso abraço de nossa família! Parabéns pelo Aniversário e muitas felicidades! Equipe FutMuleky ⚽️ 🏟🥅⚽️🍀🙌🙏👍⚽️","🥳 Ronaldão comemora 6️⃣1️⃣ anos! O zagueiro multicampeão disputou 302 jogos e levantou 12 taças pelo clube. Entre as principais conquistas estão as CONMEBOL Libertadores e os Mundiais de 1992 e 1993, além dos Campeonatos Brasileiros de 1986 e 1991. Feliz aniversário, ídolo! 🎉 https://t.co/iH7vle3DjH",OUTRO,INSTITUCIONAL,2026-06-19T14:01:32.000Z,1111,8,0,0,0,0,0,,,,,,,,NAO,,
fe8277caf4c5e459,2067971042996281748,Sao Paulo,REPLY,@SaoPauloFC 👍,"🥳 Ronaldão comemora 6️⃣1️⃣ anos! O zagueiro multicampeão disputou 302 jogos e levantou 12 taças pelo clube. Entre as principais conquistas estão as CONMEBOL Libertadores e os Mundiais de 1992 e 1993, além dos Campeonatos Brasileiros de 1986 e 1991. Feliz aniversário, ídolo! 🎉 https://t.co/iH7vle3DjH",OUTRO,INSTITUCIONAL,2026-06-19T14:01:32.000Z,1111,8,0,0,0,0,0,,,,,,,,NAO,,
feb8449929c12bfb,2067985794845876353,Sao Paulo,REPLY,@SaoPauloFC Esse clube no estado atual não me representa. Só tem amador nessa gestão.,A jaqueta casual SPFC é perfeita para quem quer representar o clube no dia a dia sem abrir mão da elegância e praticidade. Acesse a SAO Store e adquira a sua agora mesmo! https://t.co/FNvnXLPjnn https://t.co/Z0oAEcq7Hg,PRODUTO_CAMISA,PRODUTO_OFICIAL,2026-06-19T15:00:09.000Z,350,5,0,1,0,0,0,,,,,,,,NAO,,
1ba7c7d02205c4f6,2068014690395926853,Sao Paulo,QUOTE,https://t.co/EpjxX1MQZi https://t.co/I8GWlN3fw9,Manhã de avaliações físicas no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/xEQATMEern,OUTRO,OUTRO,2026-06-19T16:54:58.000Z,554,3,1,0,0,0,0,,,,,,,,NAO,,
bd0feac1e7a8bed8,2068014690395926853,Sao Paulo,REPLY,@SaoPauloFC Toloi fazendo linha de impedimento com cara de cansado?,Manhã de avaliações físicas no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/xEQATMEern,OUTRO,OUTRO,2026-06-19T16:54:58.000Z,554,3,1,0,1,0,0,,,,,,,,NAO,,
5b7017e1d9f686aa,2068039523435479045,Sao Paulo,QUOTE,aquele amigo que faz tudo ser sobre ele https://t.co/ve6TVmYpaw,"🏴󠁧󠁢󠁳󠁣󠁴󠁿🇲🇦 O Arquivo Histórico relembra a única vez que o São Paulo visitou o continente africano. Foi para a disputa do Torneio Mohammed V em Casablanca, Marrocos, adversário da Escócia hoje, pela Copa. Mais informações: https://t.co/5l5L3ddGzD #SPFCpédia #MemóriaTricolor https://t.co/L1IXSfB5ZW",OUTRO,OUTRO,2026-06-19T18:33:39.000Z,452,4,1,0,0,0,0,,,,,,,,NAO,,
228a05f0a3faceab,2068039523435479045,Sao Paulo,REPLY,"@SaoPauloFC Por falar em africano, vai contratar o gabonês Lemina?","🏴󠁧󠁢󠁳󠁣󠁴󠁿🇲🇦 O Arquivo Histórico relembra a única vez que o São Paulo visitou o continente africano. Foi para a disputa do Torneio Mohammed V em Casablanca, Marrocos, adversário da Escócia hoje, pela Copa. Mais informações: https://t.co/5l5L3ddGzD #SPFCpédia #MemóriaTricolor https://t.co/L1IXSfB5ZW",OUTRO,OUTRO,2026-06-19T18:33:39.000Z,452,4,1,1,0,0,0,,,,,,,,NAO,,
381ebe71659b9efc,2068039523435479045,Sao Paulo,REPLY,@SaoPauloFC Informação @_andreyray,"🏴󠁧󠁢󠁳󠁣󠁴󠁿🇲🇦 O Arquivo Histórico relembra a única vez que o São Paulo visitou o continente africano. Foi para a disputa do Torneio Mohammed V em Casablanca, Marrocos, adversário da Escócia hoje, pela Copa. Mais informações: https://t.co/5l5L3ddGzD #SPFCpédia #MemóriaTricolor https://t.co/L1IXSfB5ZW",OUTRO,OUTRO,2026-06-19T18:33:39.000Z,452,4,1,0,0,0,0,,,,,,,,NAO,,
da5b5d372d4a77c9,2068046185240436946,Sao Paulo,QUOTE,Como não vi isso 😭😢 https://t.co/7ynNempIdy,"Quando a seleção entra em campo, a torcida Tricolor joga junto e o brinde é garantido: comprando 12 Brahmas no Zé Delivery, você só paga 6 e o pedido chega trincando na sua casa. E não para por aí: o apoio pro jogo também vira investimento na S.A.B. do São Paulo. PRA CIMA DELES! https://t.co/x1t4MIz750",OUTRO,OUTRO,2026-06-19T19:00:07.000Z,152,4,1,0,0,0,0,,,,,,,,NAO,,
f81f5a0aabc2d1cb,2068053883142725853,Sao Paulo,REPLY,@SaoPauloFC Sumam com Julio Baptista ele é tenebroso,"🔜 Amanhã tem Tricolor Sub-20 em Cotia! O São Paulo recebe o Flamengo, no CFA Laudo Natel, pela 17ª rodada do Brasileiro da categoria. A partida terá transmissão do UOL e entrada gratuita aos torcedores. Saiba mais: https://t.co/Q1rKX7dCxU 📸 Victor Wajnsztejn / São Paulo FC https://t.co/5zKmg9YoOO",BASE,CATEGORIA_BASE,2026-06-19T19:30:42.000Z,250,3,0,0,0,0,0,,,,,,,,NAO,,
d79a99616cebb20a,2068098023473688676,Sao Paulo,QUOTE,aí não acredito que voltou https://t.co/gBuPtnpUui,⚽️ Acompanhe as informações do terceiro dia de treinos do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KhEtJU7bBa,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-19T22:26:06.000Z,380,5,1,0,0,0,0,,,,,,,,NAO,,
0b9d3d875ff9e5fe,2068098023473688676,Sao Paulo,REPLY,"@SaoPauloFC Treina aí e não posta nada não cara, deixar de ver esses bostas aí está muito bom",⚽️ Acompanhe as informações do terceiro dia de treinos do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KhEtJU7bBa,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-19T22:26:06.000Z,380,5,1,0,0,0,0,,,,,,,,NAO,,
82c95d686dbd0f48,2068098023473688676,Sao Paulo,REPLY,@SaoPauloFC Deixa a gente em paz pelo menos durante a Copa irmão,⚽️ Acompanhe as informações do terceiro dia de treinos do Tricolor! #VamosSãoPaulo 🇾🇪 🎥 Gutierre Filmes https://t.co/KhEtJU7bBa,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-19T22:26:06.000Z,380,5,1,0,0,0,0,,,,,,,,NAO,,
784c83c4c6ff0338,2068318100370391422,Sao Paulo,REPLY,@SaoPauloFC Que DESGOSTO!! Que molecada RUIM do krl slc 👎,Hoje é dia de Sub-20 em Cotia! 🆚 Flamengo 🏆 Brasileiro Sub-20 (17ª rodada) ⏰ 15h 🏟️ CFA Laudo Natel 📺 UOL #MadeInCotia #VamosSãoPaulo 🇾🇪 https://t.co/8urKW0Eg4n,BASE,CATEGORIA_BASE,2026-06-20T13:00:37.000Z,198,6,0,0,0,0,0,,,,,,,,NAO,,
8b82df29c85f0eba,2068318100370391422,Sao Paulo,REPLY,"@SaoPauloFC Outra surra dentro de ""casa"" Não tem mais nada que preste nesse clube de merda",Hoje é dia de Sub-20 em Cotia! 🆚 Flamengo 🏆 Brasileiro Sub-20 (17ª rodada) ⏰ 15h 🏟️ CFA Laudo Natel 📺 UOL #MadeInCotia #VamosSãoPaulo 🇾🇪 https://t.co/8urKW0Eg4n,BASE,CATEGORIA_BASE,2026-06-20T13:00:37.000Z,198,6,0,1,0,0,0,,,,,,,,NAO,,
20731c0bd9f6ffc4,2068333022789673053,Sao Paulo,REPLY,@SaoPauloFC Campeão do mundo,"🎉 Hoje é aniversário de um dos grandes laterais da nossa história! Junior completa 5️⃣3️⃣ anos! Pelo São Paulo, o defensor fez 198 jogos e conquistou seis títulos: Paulistão, CONMEBOL Libertadores e Mundial em 2005 e o tricampeonato brasileiro em 2006, 2007 e 2008. Parabéns e https://t.co/fp8h03iGjE",OUTRO,INSTITUCIONAL,2026-06-20T13:59:55.000Z,1719,16,1,0,0,0,0,,,,,,,,NAO,,
478b72c397557c12,2068333022789673053,Sao Paulo,REPLY,"@SaoPauloFC Um dos maiores que vi, e o último que prestou que vestiu nossa camisa.","🎉 Hoje é aniversário de um dos grandes laterais da nossa história! Junior completa 5️⃣3️⃣ anos! Pelo São Paulo, o defensor fez 198 jogos e conquistou seis títulos: Paulistão, CONMEBOL Libertadores e Mundial em 2005 e o tricampeonato brasileiro em 2006, 2007 e 2008. Parabéns e https://t.co/fp8h03iGjE",OUTRO,INSTITUCIONAL,2026-06-20T13:59:55.000Z,1719,16,1,0,0,0,0,,,,,,,,NAO,,
5afadbfaf57c3faa,2068333022789673053,Sao Paulo,REPLY,@SaoPauloFC Esse jogou demais,"🎉 Hoje é aniversário de um dos grandes laterais da nossa história! Junior completa 5️⃣3️⃣ anos! Pelo São Paulo, o defensor fez 198 jogos e conquistou seis títulos: Paulistão, CONMEBOL Libertadores e Mundial em 2005 e o tricampeonato brasileiro em 2006, 2007 e 2008. Parabéns e https://t.co/fp8h03iGjE",OUTRO,INSTITUCIONAL,2026-06-20T13:59:55.000Z,1719,16,1,0,0,0,0,,,,,,,,NAO,,
8e7464691e9b5fcb,2068333022789673053,Sao Paulo,REPLY,"@SaoPauloFC Fera demais, tive a honra de ver jogador! 👏👏👏👏👏👏👏","🎉 Hoje é aniversário de um dos grandes laterais da nossa história! Junior completa 5️⃣3️⃣ anos! Pelo São Paulo, o defensor fez 198 jogos e conquistou seis títulos: Paulistão, CONMEBOL Libertadores e Mundial em 2005 e o tricampeonato brasileiro em 2006, 2007 e 2008. Parabéns e https://t.co/fp8h03iGjE",OUTRO,INSTITUCIONAL,2026-06-20T13:59:55.000Z,1719,16,1,0,0,0,0,,,,,,,,NAO,,
5dc59800f21742fe,2068347767659925761,Sao Paulo,QUOTE,ジーコに比べてオスカーがマリノスの前身である日産自動車に移籍して日本サッカー強化に貢献したと余り知られていないのは悲劇だと思うな。 https://t.co/EmZdvFia9Y,"🥳 Hoje celebramos os 7️⃣2️⃣ anos de Oscar! Um dos grandes líderes da história são-paulina, o zagueiro disputou 293 jogos e levantou as taças do Brasileiro de 1986 e dos Paulistas de 1980, 1981, 1985 e 1987. Feliz aniversário! 🎉 #SPFCpédia #VamosSãoPaulo 🇾🇪 https://t.co/UTFRX5lPln",OUTRO,INSTITUCIONAL,2026-06-20T14:58:30.000Z,1078,6,2,0,0,0,0,,,,,,,,NAO,,
d8c4810ca03d1db4,2068355366706917862,Sao Paulo,QUOTE,E penta com a seleção em 2002 como jogador do SPFC. https://t.co/8HIBEyImU1,"🥳 Feliz aniversário, Belletti! O ex-lateral celebra 5️⃣0️⃣ anos! Foram 207 jogos pelo Tricolor, com os títulos do Paulista de 2000 e do Torneio Rio-São Paulo 2001. Entre 2022 e 2023, Belletti foi treinador da nossa equipe Sub-20. Parabéns! 🎉 #SPFCpédia #VamosSãoPaulo 🇾🇪 https://t.co/uwJgEPfzJB",BASE,CATEGORIA_BASE,2026-06-20T15:28:42.000Z,815,5,1,1,0,0,0,,,,,,,,NAO,,
0530d33cfdb24367,2068374942886854926,Sao Paulo,QUOTE,https://t.co/QqAekH0vwK https://t.co/7KiVvKjwQI,Sábado de treino no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/NsiK7jCwOo,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-20T16:46:29.000Z,647,8,1,1,0,0,0,,,,,,,,NAO,,
040b328e7c7a9f82,2068374942886854926,Sao Paulo,REPLY,@SaoPauloFC Eu tinha me esquecido do Cauly.,Sábado de treino no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/NsiK7jCwOo,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-20T16:46:29.000Z,647,8,1,0,0,0,0,,,,,,,,NAO,,
4b2700aefb1453fe,2068374942886854926,Sao Paulo,REPLY,@SaoPauloFC E os reforços pra zaga? Já mandaram o Ruim Encosto embora?,Sábado de treino no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/NsiK7jCwOo,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-20T16:46:29.000Z,647,8,1,1,1,0,0,,,,,,,,NAO,,
6e316afaf8b0658f,2068374942886854926,Sao Paulo,REPLY,"@SaoPauloFC luciano e calleri fininhos... incrivel como o dorival melhora o fisico desses caras, 2023 foi assim tambem da pra buscar essa sula",Sábado de treino no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/NsiK7jCwOo,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-20T16:46:29.000Z,647,8,1,2,0,0,0,,,,,,,,NAO,,
89415a7d8ae13f76,2068374942886854926,Sao Paulo,REPLY,"@SaoPauloFC Cade os reforços? Precisamos de 2 zagueiros, 1 volante, 1 meia, 2 pontas e 1 centroavante! Senao pode escrever que a briga sera por rebaixamento",Sábado de treino no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/NsiK7jCwOo,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-20T16:46:29.000Z,647,8,1,0,0,0,0,,,,,,,,NAO,,
cfbf1bcdda3684bf,2068374942886854926,Sao Paulo,REPLY,@SaoPauloFC 🤨🤨🤨,Sábado de treino no SuperCT! #VamosSãoPaulo 🇾🇪 📸 Erico Leonan / São Paulo FC https://t.co/NsiK7jCwOo,BASTIDORES,FUTEBOL_PROFISSIONAL_MASCULINO,2026-06-20T16:46:29.000Z,647,8,1,0,0,0,0,,,,,,,,NAO,,
61c727b8c3dd79a1,2068386091242045450,Sao Paulo,REPLY,@SaoPauloFC E o Ryan?,"Brasileiro Sub-20: Tricolor escalado para enfrentar o Flamengo, às 15h, no CFA Laudo Natel, em Cotia (SP)! 📺 UOL #MadeInCotia #VamosSãoPaulo 🇾🇪 https://t.co/Tch9sasYBG",ESCALACAO,CATEGORIA_BASE,2026-06-20T17:30:47.000Z,76,4,1,0,1,0,0,,,,,,,,NAO,,
1a0fdc2f40398b73,2068407133750612326,Sao Paulo,QUOTE,Bum bum bum bum bum bum!!! https://t.co/YoI3ah1To1,"O São Paulo Futebol Clube comunica o desligamento do executivo de futebol Rui Costa, que estava no cargo desde 2021. O clube agradece ao profissional pelos anos de dedicação e deseja êxitos na sequência de sua carreira. https://t.co/I5g0oTSck7",OUTRO,OUTRO,2026-06-20T18:54:24.000Z,17872,1745,1357,0,0,0,0,,,,,,,,NAO,,
20219326d05af569,2068407133750612326,Sao Paulo,QUOTE,https://t.co/BhQHeHgI2w https://t.co/Iq4qKd3gbu,"O São Paulo Futebol Clube comunica o desligamento do executivo de futebol Rui Costa, que estava no cargo desde 2021. O clube agradece ao profissional pelos anos de dedicação e deseja êxitos na sequência de sua carreira. https://t.co/I5g0oTSck7",OUTRO,OUTRO,2026-06-20T18:54:24.000Z,17872,1745,1357,0,0,0,0,,,,,,,,NAO,,
3310b18233ebeddc,2068407133750612326,Sao Paulo,QUOTE,https://t.co/UFd3Cu7jQH https://t.co/zOkr2ueqiT,"O São Paulo Futebol Clube comunica o desligamento do executivo de futebol Rui Costa, que estava no cargo desde 2021. O clube agradece ao profissional pelos anos de dedicação e deseja êxitos na sequência de sua carreira. https://t.co/I5g0oTSck7",OUTRO,OUTRO,2026-06-20T18:54:24.000Z,17872,1745,1357,0,0,0,0,,,,,,,,NAO,,
7a74d44840792714,2068407133750612326,Sao Paulo,QUOTE,"🎉🎉🎉🎉🎉🎉🎉🎉🎉👏👏👏👏👏👏🙌🙌🙌🙌🙌🙌🙌🙌 achei que isso nunca ia acontecer, que felicidade https://t.co/1uxeNqNmhe","O São Paulo Futebol Clube comunica o desligamento do executivo de futebol Rui Costa, que estava no cargo desde 2021. O clube agradece ao profissional pelos anos de dedicação e deseja êxitos na sequência de sua carreira. https://t.co/I5g0oTSck7",OUTRO,OUTRO,2026-06-20T18:54:24.000Z,17872,1745,1357,0,0,0,0,,,,,,,,NAO,,
a24196d5ee5f4f5f,2068407133750612326,Sao Paulo,QUOTE,🎉🎉🎉🎉🎉🎉🎉🎆🎆🎆🎆🎆🎇🎇🎇🎇🎇🎇🧨🧨🧨🧨🧨💥💥💥💥💥💥🔥🔥🔥🔥🔥🔥🥳🥳🥳🥳🥳🍾🍾🍾🍾🍾🎊🎊🎊🎊🎊🎈🎈🎈🎈🎈🎈🎈 https://t.co/wUjYp6EE1U,"O São Paulo Futebol Clube comunica o desligamento do executivo de futebol Rui Costa, que estava no cargo desde 2021. O clube agradece ao profissional pelos anos de dedicação e deseja êxitos na sequência de sua carreira. https://t.co/I5g0oTSck7",OUTRO,OUTRO,2026-06-20T18:54:24.000Z,17872,1745,1357,0,0,0,0,,,,,,,,NAO,,
a89d2fa43601b6d3,2068407133750612326,Sao Paulo,QUOTE,Deus é bom o tempo todo https://t.co/aZzG0EI37m,"O São Paulo Futebol Clube comunica o desligamento do executivo de futebol Rui Costa, que estava no cargo desde 2021. O clube agradece ao profissional pelos anos de dedicação e deseja êxitos na sequência de sua carreira. https://t.co/I5g0oTSck7",OUTRO,OUTRO,2026-06-20T18:54:24.000Z,17872,1745,1357,0,0,0,0,,,,,,,,NAO,,
d284bb7bdd409e15,2068407133750612326,Sao Paulo,QUOTE,GLÓRIA DEUS 🙏 https://t.co/PAdFJLGLfn,"O São Paulo Futebol Clube comunica o desligamento do executivo de futebol Rui Costa, que estava no cargo desde 2021. O clube agradece ao profissional pelos anos de dedicação e deseja êxitos na sequência de sua carreira. https://t.co/I5g0oTSck7",OUTRO,OUTRO,2026-06-20T18:54:24.000Z,17872,1745,1357,0,0,0,0,,,,,,,,NAO,,
3f9c097ac24bd283,2068407133750612326,Sao Paulo,REPLY,@SaoPauloFC Aleluia melhor notícia da copa !,"O São Paulo Futebol Clube comunica o desligamento do executivo de futebol Rui Costa, que estava no cargo desde 2021. O clube agradece ao profissional pelos anos de dedicação e deseja êxitos na sequência de sua carreira. https://t.co/I5g0oTSck7",OUTRO,OUTRO,2026-06-20T18:54:24.000Z,17872,1745,1357,0,0,0,0,,,,,,,,NAO,,
b90eaa94f7a1b5f7,2068407133750612326,Sao Paulo,REPLY,"@SaoPauloFC Vai com Deus 🙏🏾, antes tarde do q nunca!!!","O São Paulo Futebol Clube comunica o desligamento do executivo de futebol Rui Costa, que estava no cargo desde 2021. O clube agradece ao profissional pelos anos de dedicação e deseja êxitos na sequência de sua carreira. https://t.co/I5g0oTSck7",OUTRO,OUTRO,2026-06-20T18:54:24.000Z,17872,1745,1357,0,0,0,0,,,,,,,,NAO,,
25864c053a49d5c5,2068434321770152091,Sao Paulo,QUOTE,Uma dessas uma calça preta e um nb branco e partiu Morumbi https://t.co/RI9yc4l5Cv,"A Camisa Torcedor da Cápsula Tricolor combina design exclusivo, personalidade e toda a tradição do clube em cada detalhe. Corra para a SAO Store e garanta a sua antes que acabe! https://t.co/B5L6UKbU8u https://t.co/B29RffPPeL",PRODUTO_CAMISA,PRODUTO_OFICIAL,2026-06-20T20:42:26.000Z,525,12,5,0,0,0,0,,,,,,,,NAO,,
7962ce5a93824c82,2068434321770152091,Sao Paulo,QUOTE,400 reais 💔 https://t.co/kGkqFGgxlB,"A Camisa Torcedor da Cápsula Tricolor combina design exclusivo, personalidade e toda a tradição do clube em cada detalhe. Corra para a SAO Store e garanta a sua antes que acabe! https://t.co/B5L6UKbU8u https://t.co/B29RffPPeL",PRODUTO_CAMISA,PRODUTO_OFICIAL,2026-06-20T20:42:26.000Z,525,12,5,0,0,0,0,,,,,,,,NAO,,
a5b16fee5a95acc1,2068434321770152091,Sao Paulo,QUOTE,que linda mas 400 conto e foda... https://t.co/nFbZA7Zabh,"A Camisa Torcedor da Cápsula Tricolor combina design exclusivo, personalidade e toda a tradição do clube em cada detalhe. Corra para a SAO Store e garanta a sua antes que acabe! https://t.co/B5L6UKbU8u https://t.co/B29RffPPeL",PRODUTO_CAMISA,PRODUTO_OFICIAL,2026-06-20T20:42:26.000Z,525,12,5,0,0,0,0,,,,,,,,NAO,,
